GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,median housing price
34011,"Cumberland County, New Jersey","153,627","78,899","74,728","8,506","21,014","19,966","19,297","9,668","9,387",37.7,"50,648","65,835","27,365",346,"2,264","57,204",58389,53883,42085,117164,51909,69859,38164,62710,73061,46883,67815,32255,122,5.6,19.4,15.0,19.2,18.8,65708,5.8,196400
34013,"Essex County, New Jersey","854,917","414,270","440,647","51,583","114,987","121,335","116,770","55,818","50,148",38.1,"207,841","235,730","306,510","1,287","49,923","336,277",66198,322453,49764,124454,52243,118288,40215,67876,79615,49363,86255,35349,420,17.5,39.2,45.5,36.6,34.3,438239,10.9,460600
34015,"Gloucester County, New Jersey","304,477","148,732","155,745","18,468","37,563","39,930","40,249","22,715","20,947",41.0,"22,609","229,245","30,169",85,"10,522","117,734",94412,112502,63210,105116,78372,100654,51235,103759,116598,63694,114823,48871,583,17.4,48.8,49.3,31.5,26.0,160576,6.8,267100
34017,"Hudson County, New Jersey","702,463","352,101","350,362","37,951","144,152","115,269","84,505","41,767","35,260",36.1,"298,689","187,312","74,267",822,"110,514","317,049",80329,292000,59448,136721,56717,103312,48398,103163,81970,39720,89985,64814,416,21.8,66.4,56.2,36.4,26.2,397154,7.6,468100
34021,"Mercer County, New Jersey","385,898","189,973","195,925","29,477","47,328","49,350","51,830","25,864","25,377",39.8,"75,028","178,210","72,151",184,"47,801","150,655",87662,143970,56062,165020,62899,102083,46488,94898,102937,62249,115227,46245,278,17.1,45.7,56.2,44.4,40.1,199269,7.6,311900
34023,"Middlesex County, New Jersey","860,807","428,378","432,429","50,998","111,000","120,381","115,224","60,842","52,749",39.5,"195,440","334,875","81,366",579,"215,467","317,102",99427,307831,86430,143898,74952,94442,48172,105958,122383,62280,114682,50942,922,19.2,54.6,56.1,40.9,34.5,466324,7.6,396700
34025,"Monmouth County, New Jersey","645,354","315,546","329,808","39,351","69,615","76,270","87,912","52,520","50,395",43.7,"73,416","468,673","37,999",246,"35,897","269,883",108000,250738,56992,155720,87390,115407,74352,121383,141583,70306,140606,51985,1545,24.2,60.1,57.7,50.3,39.6,350863,7.2,505500
34027,"Morris County, New Jersey","510,981","253,531","257,450","29,899","58,155","66,025","71,291","40,673","36,669",42.7,"73,161","343,464","15,993",147,"53,446","198,738",122962,192847,95185,154679,88469,126108,58343,135928,150162,82071,149276,69995,1011,22.8,66.1,66.0,56.8,44.9,284795,7.0,504300
34029,"Ocean County, New Jersey","648,998","315,969","333,029","35,632","72,100","66,496","68,467","41,276","47,169",41.5,"63,916","536,855","19,656",0,"11,916","295,585",75719,240736,75646,102833,66636,76222,54445,82780,106157,52298,95637,41223,3075,13.7,42.5,41.3,30.5,25.5,301425,7.3,337800
34031,"Passaic County, New Jersey","518,117","254,962","263,155","33,922","69,003","66,375","65,143","33,007","33,947",38.0,"226,634","201,161","52,148",223,"27,837","185,494",75430,177063,48120,86272,60448,100125,31019,77037,85791,61209,84922,41778,176,9.9,36.6,33.0,28.7,26.5,269701,10.8,402700
34033,"Salem County, New Jersey","65,046","32,254","32,792","3,172","7,381","7,432","8,749","5,344","4,208",43.0,"6,861","45,795","8,865",0,488,"27,736",69886,24973,43319,98580,52132,75544,27500,69982,84532,56584,90085,45161,82,6.8,32.4,35.9,23.5,19.3,31508,8.9,199700
34035,"Somerset County, New Jersey","345,647","170,042","175,605","21,987","38,789","45,251","50,089","27,321","25,031",42.2,"54,630","179,664","31,623",64,"68,156","133,257",124764,130939,76015,193835,85589,131610,73293,123982,149301,87179,151694,69637,360,28.3,61.4,61.3,61.9,47.2,195819,7.0,470500
34037,"Sussex County, New Jersey","145,543","73,939","71,604","8,027","16,492","17,904","20,488","12,260","12,071",44.3,"15,226","117,820","2,995",0,"2,293","62,865",99904,58767,156011,174674,98946,98470,54204,99160,127850,75212,119694,60175,128,17.4,42.2,48.1,40.7,33.4,81966,6.4,315000
34039,"Union County, New Jersey","572,114","282,444","289,670","33,673","70,814","80,414","78,647","39,439","36,622",39.2,"191,958","209,451","113,346",195,"33,302","211,071",86764,201392,74332,159895,64557,118468,45058,90068,103659,63036,109582,51604,230,15.6,42.1,43.2,37.0,32.6,307130,8.2,453600
35001,"Bernalillo County, New Mexico","674,393","332,313","342,080","41,862","97,611","92,568","79,180","41,259","44,816",39.3,"343,358","244,591","15,653","26,834","17,627","300,796",59640,285185,42190,68989,51414,71527,29908,67418,68123,51476,81258,40252,1012,9.8,38.0,39.5,36.8,38.2,343566,6.0,255400
35025,"Lea County, New Mexico","73,004","37,450","35,554","4,604","11,828","11,476","5,175","3,734","4,222",32.2,"45,539","22,118","1,829",338,429,"28,069",50725,24390,57916,94688,48038,53412,23644,62036,45769,34439,58084,34350,211,2.7,16.7,21.4,11.4,17.4,30392,15.1,155600
35043,"Sandoval County, New Mexico","151,369","75,864","75,505","7,569","19,026","20,348","18,317","8,632","11,010",40.3,"62,333","62,068","1,801","14,764","2,033","59,654",72151,56655,86441,80621,63700,77168,78486,85556,83835,55262,80737,48970,1215,5.1,24.7,36.8,36.9,33.7,71474,7.9,252200
35049,"Santa Fe County, New Mexico","155,201","76,100","79,101","7,300","16,021","19,943","17,857","11,165","11,851",47.9,"78,453","62,954","1,007","3,196","2,143","77,692",67341,70152,6780,76039,62545,72658,48872,63401,85371,65236,85272,48094,228,16.6,34.0,34.9,47.6,55.0,76603,7.5,362200
36001,"Albany County, New York","313,743","152,954","160,789","30,423","42,936","39,689","34,121","19,916","21,334",38.6,"20,733","217,820","37,845",137,"22,079","146,798",75232,132171,45767,78311,60230,80769,27141,77733,88127,61624,99133,48706,317,23.2,52.6,50.4,42.6,42.1,166462,6.7,253100
36005,"Bronx County, New York","1,424,948","675,323","749,625","96,767","216,396","183,924","170,782","90,490","80,198",35.6,"804,122","122,696","394,082","3,252","52,641","552,421",43011,533004,45178,58419,37997,71593,34647,46893,47074,30390,50523,24314,0,9.5,30.6,25.2,19.9,18.1,647816,16.1,465000
36007,"Broome County, New York","197,240","97,053","100,187","18,617","22,938","21,480","21,993","13,462","14,139",40.3,"9,476","159,318","11,837",21,"9,129","92,885",55591,84452,32189,82530,48133,58366,31587,59089,69916,49310,75364,35710,57,14.5,38.5,37.1,29.3,26.0,99042,6.9,135900
36013,"Chautauqua County, New York","126,807","63,455","63,352","7,073","14,880","14,407","15,527","9,104","10,060",43.2,"10,273","107,613","2,564",187,638,"66,337",46661,53309,19446,35990,26641,49560,42857,46512,51235,42351,68015,27719,88,6.6,18.6,31.1,20.7,29.0,51651,6.0,99900
36027,"Dutchess County, New York","297,112","149,450","147,662","21,238","35,439","36,451","38,943","22,108","23,477",42.6,"41,090","201,104","28,609",129,"10,945","122,636",88051,118175,65147,87321,68344,93857,30331,98673,106364,62213,111985,50967,374,15.3,48.0,48.9,40.2,36.7,156868,6.4,351500
36029,"Erie County, New York","950,683","463,664","487,019","60,606","132,695","117,751","110,282","64,516","70,986",40.3,"56,780","694,407","116,055","2,681","40,532","440,060",63035,412870,38036,48186,32845,69948,31561,72849,79311,46575,85020,40210,802,22.5,47.5,47.0,37.5,29.2,490675,6.8,199200
36047,"Kings County, New York","2,641,052","1,257,404","1,383,648","148,004","458,441","377,092","307,288","150,352","149,294",36.3,"496,797","949,105","704,661","3,852","319,154","1,085,993",67567,1001868,52782,69207,52137,89878,51439,88049,70325,38136,76020,51935,12,22.1,56.9,52.4,33.7,26.8,1340454,11.2,793300
36055,"Monroe County, New York","755,160","366,765","388,395","50,047","104,902","93,142","87,815","51,058","53,094",39.4,"72,238","516,454","104,338",499,"26,041","338,016",65957,318883,37987,68438,46152,73276,38087,68771,81129,51569,87143,42105,623,14.6,43.8,46.6,40.2,34.0,395823,6.6,174600
36059,"Nassau County, New York","1,390,907","684,123","706,784","83,160","163,686","171,999","182,916","101,940","99,886",41.8,"244,641","784,360","151,339",590,"157,944","478,170",125696,459452,115464,150727,109193,128600,67796,150601,148234,83286,148460,58907,753,25.5,58.5,60.6,47.4,40.2,744550,6.6,619800
36061,"New York County, New York","1,576,876","750,680","826,196","98,395","314,204","230,078","192,724","90,329","97,255",39.3,"415,702","707,175","192,594","1,342","186,364","916,609",84435,737575,37187,87649,45262,128395,57085,109193,89803,50993,109977,71363,1,33.5,77.4,66.8,55.9,51.7,902598,10.6,940900
36063,"Niagara County, New York","211,653","103,695","107,958","12,130","25,454","25,213","25,978","16,974","15,340",43.1,"7,726","176,688","14,151","1,067","2,783","100,305",61340,90975,40054,70871,32075,65513,42407,67937,78389,43008,77984,35393,178,12.5,36.0,31.6,27.7,21.3,108344,7.5,162900
36065,"Oneida County, New York","230,274","115,034","115,240","14,612","27,525","27,965","27,671","15,341","16,963",41.0,"15,154","183,050","8,847","1,480","7,522","105,238",60215,93373,17130,86523,41159,64049,20635,70791,69334,44388,77807,35935,98,12.3,30.5,34.2,23.3,25.7,105733,5.7,157500
36067,"Onondaga County, New York","473,236","229,765","243,471","32,625","61,372","57,565","54,510","29,952","36,795",39.4,"25,837","351,935","46,918","1,100","17,572","211,679",65541,198132,33057,69399,41605,70737,41783,70022,76910,50299,87080,40168,303,21.4,46.3,43.0,34.3,33.7,237494,5.8,169800
36071,"Orange County, New York","404,525","203,001","201,524","28,514","47,179","51,251","51,018","25,667","26,401",37.1,"91,493","240,979","40,863",923,"11,276","148,218",90405,137561,79225,84076,97002,88724,41588,99345,109947,59817,104053,43724,565,13.0,30.9,34.9,34.8,33.6,201451,6.7,325100
36081,"Queens County, New York","2,331,143","1,140,508","1,190,635","124,025","349,056","318,080","306,663","161,826","158,713",40.4,"655,419","552,175","379,745","5,482","595,908","902,754",73262,820686,72821,69983,66052,81956,56648,84011,78825,52998,81980,50882,52,18.9,48.3,42.5,29.6,27.1,1186973,11.8,642000
36083,"Rensselaer County, New York","160,232","79,356","80,876","10,069","23,281","19,540","19,771","10,986","11,752",40.0,"8,724","127,761","11,349",42,"5,035","74,352",75676,66431,29085,62599,54958,80401,32726,73264,102235,59557,100528,46681,136,16.6,37.7,38.6,34.4,33.1,82827,6.2,220600
36085,"Richmond County, New York","493,494","242,903","250,591","30,335","65,422","62,378","65,291","31,775","37,479",40.9,"92,080","283,516","43,244",882,"56,498","184,154",86054,170762,56534,83407,64978,96992,43208,91711,104435,57070,103824,45394,86,21.8,52.0,49.0,32.5,25.2,233558,7.5,605500
36087,"Rockland County, New York","339,227","165,810","173,417","21,599","38,422","39,632","37,212","21,912","18,824",35.2,"63,683","209,004","35,083",175,"20,476","108,512",99087,102609,108493,149886,82199,96209,16647,96255,122685,72286,110998,56229,113,18.2,39.5,43.9,44.2,38.6,156851,8.5,503000
36091,"Saratoga County, New York","237,359","117,621","119,738","13,039","29,388","30,099","32,080","18,462","17,484",43.5,"8,340","208,872","3,634",487,"3,836","111,062",86804,100226,80341,185141,72581,88608,62977,91727,104374,67164,110348,51200,805,16.1,51.1,56.2,42.3,33.1,129269,3.9,292000
36093,"Schenectady County, New York","158,089","76,415","81,674","10,561","20,323","20,304","19,496","9,792","12,334",40.4,"12,326","109,768","13,939",554,"7,469","70,991",75284,66910,35473,91034,58378,75798,"2,500-",92142,87813,52654,97747,46412,72,16.7,46.1,38.1,29.8,31.2,79689,6.6,193700
36103,"Suffolk County, New York","1,526,344","756,294","770,050","95,140","186,185","181,802","207,298","113,331","119,140",41.8,"316,523","987,272","106,176","1,216","62,157","579,367",113683,511951,94675,134444,107701,115308,70969,124943,139125,72476,132580,61228,1258,20.9,46.7,46.0,40.0,33.7,831714,5.7,488200
36111,"Ulster County, New York","182,951","90,781","92,170","9,867","23,589","22,737","24,199","13,349","15,273",44.5,"20,309","133,074","9,843",75,"2,775","86,177",78938,75053,99253,130241,116481,78596,41114,106974,94976,53397,100244,43323,312,12.6,42.7,46.5,42.5,35.0,93406,6.6,301800
36119,"Westchester County, New York","997,895","487,711","510,184","59,557","114,292","130,416","137,155","68,143","71,095",41.6,"258,079","503,905","129,726",431,"59,333","392,153",110705,371736,77064,160961,79478,135266,36396,127727,127582,75819,143191,56278,311,24.0,58.2,58.8,55.4,47.1,528313,7.9,592900
37001,"Alamance County, North Carolina","173,877","84,146","89,731","14,276","20,230","19,944","22,446","11,499","12,062",39.6,"23,822","105,124","32,226",10,"3,141","75,275",58400,69343,45901,114217,60522,60429,30045,65834,62651,46270,70258,35202,1557,7.3,33.1,29.1,27.4,28.4,86242,5.7,203000
37019,"Brunswick County, North Carolina","144,215","68,295","75,920","7,668","11,790","13,567","15,642","9,772","15,695",56.1,"7,415","117,242","13,012",473,"1,177","92,887",65374,65337,56070,64031,61262,68361,64813,64895,70196,64003,80070,38571,4329,13.8,27.8,33.4,30.8,41.6,62863,5.1,281800
37025,"Cabarrus County, North Carolina","231,278","112,500","118,778","13,719","25,277","32,850","35,103","12,426","14,393",37.4,"27,043","138,451","40,590",23,"11,538","90,878",79672,73486,59069,132682,97880,81212,49340,84018,93678,52733,93400,40333,1719,9.4,38.2,40.3,38.0,22.4,123309,5.6,285000
37035,"Catawba County, North Carolina","161,723","78,600","83,123","10,289","20,324","17,820","21,942","11,179","11,477",41.4,"17,053","118,294","9,623",79,"6,630","71,771",59603,64302,43020,67725,37208,61578,37284,66730,69049,45278,69683,34000,741,8.5,23.7,32.2,21.8,26.0,78217,6.3,194900
37051,"Cumberland County, North Carolina","335,508","166,027","169,481","32,690","56,530","42,031","33,232","17,510","17,179",31.8,"42,466","134,106","122,976","3,523","7,554","142,986",52372,129898,41597,70417,51945,61255,37759,57843,58457,40700,63800,33786,792,5.8,26.7,34.3,29.3,25.3,171379,9.2,160700
37057,"Davidson County, North Carolina","170,637","83,728","86,909","9,090","19,324","19,431","25,322","12,102","12,806",43.4,"13,731","131,843","14,635",73,"2,708","75,426",52205,66245,36021,61689,39033,56279,30903,68448,56292,40610,63018,28300,876,5.9,16.5,24.9,19.9,18.9,77108,5.0,171100
37063,"Durham County, North Carolina","326,126","156,221","169,905","23,142","56,690","48,475","39,207","17,991","19,230",36.3,"45,012","138,760","110,075",823,"16,441","149,209",71403,138497,45922,102669,52338,96860,29087,77964,86338,50253,93997,50649,2157,22.0,68.6,56.2,48.9,42.0,176127,5.6,316700
37067,"Forsyth County, North Carolina","385,523","182,897","202,626","24,698","50,651","46,733","47,823","24,960","26,055",38.6,"53,774","209,875","95,243",295,"8,891","173,245",59879,155985,37530,104317,62951,72046,30130,61971,75159,49227,76616,35780,2427,17.1,38.0,39.1,38.3,31.5,191077,6.0,212200
37071,"Gaston County, North Carolina","230,856","112,387","118,469","12,882","30,322","29,497","31,942","17,082","14,147",40.4,"19,269","157,621","39,654",326,"3,618","100,055",54734,93913,47195,54225,46333,58024,36909,64534,62268,38530,70160,36033,1878,6.0,30.6,29.2,22.5,19.0,114798,5.8,210100
37081,"Guilford County, North Carolina","542,410","257,651","284,759","36,965","73,240","67,244","68,778","33,064","35,046",37.9,"48,248","255,479","184,574",702,"28,281","234,916",60734,212574,46471,81994,46800,74978,29231,65477,71815,46402,76738,38462,1865,13.0,40.5,40.2,38.0,37.6,281722,5.6,207100
37097,"Iredell County, North Carolina","191,968","95,072","96,896","10,550","23,291","24,781","27,471","14,013","13,203",40.7,"16,355","140,625","17,177",400,"4,594","81,526",69410,73434,49829,82176,57962,72432,34013,79041,83931,45077,85201,39068,1500,17.8,34.9,35.6,34.2,28.2,99901,6.0,254000
37119,"Mecklenburg County, North Carolina","1,122,276","542,104","580,172","72,277","191,870","165,358","148,446","69,154","57,590",35.7,"158,351","498,489","344,459",931,"69,636","492,255",74890,458344,51746,102738,61113,99777,45568,79949,87080,52288,94556,52770,7054,18.2,55.2,55.8,47.6,38.8,640275,4.7,335100
37127,"Nash County, North Carolina","95,176","45,000","50,176","5,922","10,578","11,154","12,356","6,775","6,755",41.5,"7,379","43,846","39,232",210,869,"43,464",56560,38029,46468,105469,71910,61974,53946,57768,69895,41907,74070,33326,495,17.1,14.8,20.6,28.8,21.0,48290,5.7,162700
37129,"New Hanover County, North Carolina","229,018","108,089","120,929","20,256","33,010","27,058","28,086","15,354","14,848",40.5,"14,258","174,868","18,572","1,186","2,985","116,974",66097,103762,41127,46853,46566,72545,31450,68803,90104,59038,91861,42391,1666,22.5,39.5,47.3,46.6,39.6,124401,5.6,319600
37133,"Onslow County, North Carolina","206,160","113,754","92,406","35,203","33,418","23,671","17,296","9,250","7,691",27.3,"27,635","133,609","22,768","1,151","4,076","85,914",55534,73121,37891,213181,56864,56730,40963,57533,71537,45759,63820,40965,1555,1.6,24.8,27.9,25.1,14.9,109830,6.5,190300
37135,"Orange County, North Carolina","148,884","71,091","77,793","18,314","15,909","17,577","19,308","8,942","8,679",37.4,"13,046","99,824","13,975",373,"11,120","61,761",80294,56263,39838,94229,76122,86314,16294,84264,113916,65219,120179,39289,481,16.2,71.2,72.2,59.2,56.9,77574,5.0,364600
37147,"Pitt County, North Carolina","172,169","81,633","90,536","21,768","23,122","21,210","17,741","9,286","9,127",33.0,"11,817","90,042","61,501",41,"3,032","81,425",44450,75578,31699,40640,49375,65052,23298,57652,54807,39005,69182,30930,805,16.5,37.2,38.4,33.2,26.6,86719,9.3,171100
37159,"Rowan County, North Carolina","148,150","72,703","75,447","9,177","17,270","18,235","19,353","11,921","9,597",41.2,"14,895","102,610","19,669","1,046","1,329","64,274",56408,57024,43240,61951,33515,60815,28042,62634,68551,36716,68412,34726,672,9.8,14.1,24.9,19.7,21.1,69475,7.1,199200
37179,"Union County, North Carolina","243,648","120,799","122,849","14,387","22,268","34,617","37,643","16,071","14,568",39.2,"29,340","167,191","25,967",447,"9,461","86,434",86606,83407,61716,184076,62500,93474,58487,87763,112414,60681,98242,41541,2713,9.2,28.7,50.3,43.9,26.2,127477,5.1,338600
37183,"Wake County, North Carolina","1,150,204","562,593","587,611","71,782","167,179","171,597","162,032","69,110","65,714",37.4,"120,466","661,907","212,470","1,835","91,378","476,855",91299,439911,51425,137443,63090,102907,35718,96898,107766,62093,114236,50561,9566,22.0,60.4,62.6,56.6,45.9,634149,5.3,377800
37191,"Wayne County, North Carolina","116,835","56,396","60,439","7,436","15,502","14,879","13,136","7,144","7,563",38.1,"15,491","58,940","32,866",0,936,"53,038",47595,46932,36538,81711,40406,57093,31427,57979,51497,44275,64760,27370,474,4.4,29.4,18.4,18.7,16.8,55846,4.9,159300
38015,"Burleigh County, North Dakota","98,933","50,217","48,716","6,052","13,701","13,240","11,328","5,501","7,150",38.5,"2,897","84,781","1,769","3,454","1,009","43,311",68424,39295,100230,122917,102987,67783,44091,80823,80635,53248,99898,43018,310,11.0,45.0,41.9,37.0,30.1,53633,2.6,272400
38017,"Cass County, North Dakota","186,562","93,337","93,225","18,895","30,552","25,824","19,600","8,624","10,442",33.6,"5,704","154,240","11,406","2,676","5,246","87,242",66009,83761,47159,98180,31316,66509,29242,72745,97519,51415,91697,37312,1030,24.0,46.5,41.4,44.8,36.1,112334,3.1,249000
38101,"Ward County, North Dakota","69,071","36,721","32,350","7,055","12,259","8,613","6,138","3,639","3,382",32.3,"4,833","55,645","1,794",662,"1,192","32,330",71061,28795,50245,30526,72679,72495,38672,85381,86101,55823,83341,46002,131,11.3,35.9,29.9,27.0,33.8,38055,3.9,237400
39003,"Allen County, Ohio","101,670","51,495","50,175","7,280","11,758","12,741","11,034","6,280","7,126",39.9,"3,764","80,469","9,283",574,942,"44,700",51497,41021,41851,181250,23848,56385,40243,61469,61883,40282,67398,33150,121,4.8,21.3,19.6,17.3,17.5,46549,8.2,144100
39017,"Butler County, Ohio","390,234","192,579","197,655","33,997","43,859","49,563","45,911","25,631","24,946",37.3,"20,962","300,857","27,582",620,"16,594","154,870",72820,146057,73271,84142,37179,75512,37666,80521,87747,54811,89994,39964,934,13.1,35.9,36.7,36.1,23.0,197028,6.4,216900
39035,"Cuyahoga County, Ohio","1,249,387","599,832","649,555","76,367","178,857","152,057","145,536","80,304","93,246",40.2,"82,942","713,107","354,829",534,"40,048","615,415",55132,557572,36390,72295,40535,69590,32631,61233,66620,42723,76640,36810,752,17.4,42.5,41.5,33.1,29.6,644578,7.6,166000
39041,"Delaware County, Ohio","220,740","110,350","110,390","11,333","20,990","34,935","32,520","14,106","12,244",39.6,"6,574","178,977","9,202",0,"16,259","84,171",117224,80640,113362,121600,109602,119000,62173,123268,142240,83060,134543,52569,2258,14.9,53.2,68.6,58.4,46.1,122612,3.7,379600
39049,"Franklin County, Ohio","1,321,414","648,542","672,872","89,912","232,874","186,436","152,759","71,074","76,731",34.7,"81,732","786,324","304,704",745,"69,202","588,978",65988,549475,44740,75684,60084,76016,39349,70729,77454,50684,83118,48132,2288,17.0,49.1,45.4,38.1,34.2,722117,5.7,246800
39057,"Greene County, Ohio","168,412","84,420","83,992","13,108","22,436","19,903","19,293","10,900","11,074",38.8,"5,431","137,172","10,397",193,"5,378","71,880",79271,67822,69285,102500,105813,82510,29439,87018,97071,55221,99950,46460,486,13.7,51.9,48.3,43.2,33.0,85261,2.8,220600
39061,"Hamilton County, Ohio","826,139","401,659","424,480","53,261","125,590","103,514","91,777","54,600","51,866",36.9,"32,145","525,554","205,035",86,"22,390","380,375",64065,353674,34027,91961,49118,78534,28911,71870,75222,50004,90439,38433,742,16.1,48.5,46.2,38.1,35.4,434964,5.2,199000
39085,"Lake County, Ohio","232,023","114,469","117,554","12,736","28,399","26,979","29,372","15,067","20,196",44.2,"11,621","197,478","10,624",51,"3,455","105,923",74273,99990,42038,84480,81567,75432,58864,81612,97678,46314,96819,45640,513,16.9,47.6,37.4,28.4,22.8,127873,4.5,179300
39089,"Licking County, Ohio","180,401","89,624","90,777","11,659","21,322","21,589","22,612","12,320","12,761",39.7,"4,179","155,643","6,571",156,"5,905","73,010",73325,67761,61684,90944,105039,72823,31066,87548,88348,52110,88686,44758,361,6.7,28.6,38.9,27.7,21.5,89402,3.8,214700
39093,"Lorain County, Ohio","315,595","157,039","158,556","18,132","35,733","38,581","41,369","21,830","22,702",41.9,"34,005","237,810","21,931",360,"3,703","135,703",62448,124879,34276,35962,52837,66976,27034,76133,73236,47604,82185,36992,1030,12.8,29.0,30.8,27.1,21.9,156241,6.3,182700
39095,"Lucas County, Ohio","429,191","208,183","221,008","26,611","61,423","50,640","51,008","28,389","28,674",38.5,"33,592","286,517","73,572","1,040","6,998","200,846",52687,184315,31339,85955,36151,63105,32086,56767,67785,44344,76615,34074,418,13.6,31.7,37.8,25.1,26.4,218984,7.4,138100
39113,"Montgomery County, Ohio","535,840","258,597","277,243","35,235","72,404","65,229","60,625","34,388","36,181",39.0,"19,111","367,091","110,362",456,"11,419","252,085",56471,226787,38664,63444,46590,64478,37793,62075,70425,45208,76739,36734,742,11.6,30.5,32.2,30.6,26.7,269261,6.0,152200
39139,"Richland County, Ohio","125,195","63,575","61,620","7,274","16,279","14,486","15,346","7,580","8,740",40.7,"2,776","104,110","7,291",312,"1,148","54,637",51158,49536,31347,81153,95976,51809,51250,60637,60684,35922,66856,27103,107,7.9,17.8,16.3,18.8,16.1,58873,5.2,148000
39153,"Summit County, Ohio","537,633","261,610","276,023","31,846","71,797","66,393","66,161","34,679","41,419",41.4,"13,590","396,428","65,298","1,117","22,096","246,748",63117,229060,33632,84575,76341,67390,40372,69341,77855,48709,85321,35848,502,18.0,40.9,43.3,34.8,28.0,277341,5.2,176800
39155,"Trumbull County, Ohio","201,335","98,930","102,405","11,357","22,503","21,693","25,479","12,000","17,409",44.6,"4,225","171,058","15,668",0,"1,161","94,356",51057,84911,29063,100901,63872,53371,27900,57088,59369,43764,69799,29466,101,9.5,26.2,27.5,20.4,18.3,89282,4.8,122600
39165,"Warren County, Ohio","246,553","124,341","122,212","14,035","29,271","33,980","34,325","16,773","16,376",39.3,"7,892","203,622","8,356",405,"15,203","95,164",95817,89396,36012,129367,96083,95797,47204,90097,126131,61953,109607,62050,1259,13.0,48.2,45.4,46.8,24.9,124792,3.8,283000
39173,"Wood County, Ohio","132,472","65,569","66,903","15,596","16,268","14,943","15,412","9,335","6,526",36.0,"8,080","114,327","2,246",374,"2,798","57,302",63620,54012,50585,104863,66218,63634,27849,87120,84484,49043,87159,35679,287,17.1,37.6,58.1,36.6,28.7,70528,6.5,202800
40017,"Canadian County, Oklahoma","161,737","79,632","82,105","9,731","22,681","25,686","17,890","8,165","8,858",35.7,"17,854","116,668","5,558","3,899","5,141","61,400",74768,57753,71250,131731,57776,77312,55192,88735,84428,50570,78598,53783,479,5.3,44.0,32.7,31.7,23.5,86255,4.8,202800
40027,"Cleveland County, Oklahoma","297,597","148,341","149,256","30,006","43,002","41,340","33,076","17,081","16,569",35.7,"29,568","202,062","14,260","9,168","13,718","123,297",67172,116142,62992,73002,68922,68204,36720,75423,76241,51748,84388,37992,946,11.6,35.2,38.1,36.7,32.1,156727,5.6,194500
40031,"Comanche County, Oklahoma","122,063","63,966","58,097","10,825","20,559","15,498","11,718","6,515","6,693",33.0,"17,422","66,102","16,055","5,087","2,741","52,646",49325,44822,35380,69882,50757,53383,35554,54100,53633,44747,63142,32935,114,4.3,23.4,25.8,23.2,25.5,58527,9.1,154600
40101,"Muskogee County, Oklahoma","66,146","32,333","33,813","4,630","8,694","8,678","7,197","4,293","3,755",37.6,"4,750","35,133","6,176","12,453",380,"29,318",43437,25965,37625,39112,45343,45320,25906,49637,51317,38235,51697,33133,46,1.4,18.6,19.0,17.9,22.8,28660,6.6,120300
40109,"Oklahoma County, Oklahoma","798,575","392,414","406,161","54,011","118,734","108,419","89,419","44,393","47,759",35.4,"147,985","427,011","111,889","18,742","25,366","356,754",57764,324819,39853,64018,49914,66526,31354,60212,69051,50645,71548,37426,5352,10.3,35.3,36.8,31.8,33.6,408256,6.0,186000
40119,"Payne County, Oklahoma","81,989","42,103","39,886","14,462","11,214","8,668","7,320","3,838","3,662",28.6,"4,125","62,134","3,005","3,963","3,531","36,841",49348,31537,40955,38438,25280,52277,11407,50615,58314,55897,64636,26356,179,9.4,39.2,45.1,46.7,45.7,39982,4.9,198700
