GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price
36059,"Nassau County, New York","1,352,146","656,074","696,072","83,958","150,628","166,762","210,776","95,476","88,328",41.5,"212,005","853,650","146,254","1,514","114,373","466,109",96193,438588,75382,111051,70421,101974,27019,110015,112339,59582,111908,45212,630.0,436000
36061,"New York County, New York","1,626,159","767,797","858,362","121,901","370,836","238,981","205,270","90,861","92,936",36.7,"419,398","766,114","208,313","2,528","184,710","852,642",72190,726357,30300,76409,32401,107436,42000,99333,69669,38010,88247,63017,1.0,848600
36065,"Oneida County, New York","233,585","116,384","117,201","16,518","27,441","26,843","34,228","15,846","15,369",41.0,"12,020","195,327","13,426",358,"7,713","103,566",43702,89648,27181,41569,21142,46891,23908,41548,53391,35335,59496,27069,139.0,113600
36067,"Onondaga County, New York","468,387","226,077","242,310","34,416","59,942","53,763","68,106","33,923","28,097",38.8,"20,956","365,189","49,200","2,666","16,445","203,694",52110,184316,27759,43850,26893,56558,13680,58724,64557,39133,69720,31089,463.0,132400
36071,"Orange County, New York","375,592","187,696","187,896","28,566","41,455","46,919","58,009","24,512","20,448",36.7,"71,942","249,510","34,638",201,"9,448","138,871",68950,123977,57345,91736,62166,72866,22482,68473,86311,43553,79574,37838,484.0,259300
36081,"Queens County, New York","2,296,175","1,115,860","1,180,315","161,891","373,939","329,594","325,321","153,121","125,669",37.7,"642,259","603,001","397,357","4,935","558,261","841,254",56599,784243,56565,57852,50072,61902,39807,62296,64948,36086,63030,40048,157.0,439500
36085,"Richmond County, New York","472,621","228,464","244,157","33,711","60,112","62,503","70,039","32,947","29,079",39.6,"84,441","297,670","46,004",848,"37,295","178,035",69633,167629,44190,80356,51578,75909,18298,75050,83392,44620,86077,36227,241.0,432600
36087,"Rockland County, New York","320,903","157,422","163,481","21,485","35,658","37,058","44,009","20,819","17,097",36.1,"54,004","204,181","36,437",667,"20,202","104,167",80942,98294,81015,122589,61674,80405,21230,79393,102327,56962,98045,41962,133.0,413400
36093,"Schenectady County, New York","155,333","73,937","81,396","10,496","20,204","18,281","22,126","10,745","10,430",39.1,"9,981","116,300","15,628",542,"6,358","68,039",54293,57526,23926,46891,18695,60382,25556,59570,62363,39114,73597,31742,79.0,165200
36103,"Suffolk County, New York","1,499,738","738,418","761,320","98,029","167,972","193,171","245,811","109,288","82,294",40.8,"265,514","1,049,069","108,409","2,682","55,574","568,986",85439,496958,65265,94243,69876,89687,41411,96192,97447,51972,98447,41914,1029.0,368400
36105,"Sullivan County, New York","76,665","40,493","36,172","5,041","8,647","8,767","11,477","5,725","5,610",41.6,"11,050","56,479","6,828",110,"1,421","49,309",47805,27508,31285,69078,32392,50038,13882,45110,53932,36803,56750,33568,250.0,167300
36109,"Tompkins County, New York","103,617","51,111","52,506","16,100","13,713","10,847","11,609","5,880","5,546",30.1,"4,768","81,273","3,835",172,"10,692","41,800",48516,37524,66041,28519,25847,53524,13359,49271,70653,41744,67254,31476,115.0,173100
36111,"Ulster County, New York","180,998","89,760","91,238","13,470","18,685","21,999","29,602","12,868","14,607",43.6,"17,115","145,649","8,602",40,"3,330","83,477",58429,68650,44167,71360,45037,59981,30338,57306,69487,44172,73985,33724,137.0,218500
36119,"Westchester County, New York","968,802","468,193","500,609","57,713","110,490","128,075","149,057","69,070","54,212",40.4,"225,423","536,373","132,115",881,"52,850","369,230",84220,341755,51623,111598,53423,102444,35564,86944,102593,52830,104983,44635,264.0,493800
37001,"Alamance County, North Carolina","154,378","73,467","80,911","9,804","17,557","19,840","22,181","10,519","8,696",39.8,"18,279","102,082","28,801",565,"2,359","67,466",42512,59200,29401,76570,25132,46671,15297,49878,50666,29908,51779,22976,553.0,139800
37021,"Buncombe County, North Carolina","247,912","120,520","127,392","14,550","35,130","32,516","33,534","17,123","18,217",41.2,"15,713","207,825","14,848",744,"2,493","114,567",46431,100980,26116,40861,33019,48785,21893,46983,56797,34877,60686,30360,812.0,193500
37023,"Burke County, North Carolina","89,842","44,089","45,753","6,228","9,188","12,132","13,411","6,204","6,407",42.6,"5,121","73,983","4,905",292,"3,329","40,423",33379,34484,25809,70266,21199,35182,18393,32327,40513,27403,48167,19937,104.0,113500
37025,"Cabarrus County, North Carolina","187,226","90,974","96,252","10,659","22,921","28,736","27,114","10,173","10,223",37.3,"18,322","130,930","29,221",430,"4,395","74,017",54307,65725,52777,86950,31250,55658,30965,64837,61553,34618,67893,32388,1102.0,168400
37035,"Catawba County, North Carolina","154,810","76,006","78,804","9,814","16,637","21,072","22,366","12,169","8,921",40.8,"13,503","119,380","12,020",497,"5,889","67,469",42859,58835,26279,81361,23836,47752,30016,40525,55312,34918,54711,25796,188.0,142500
37049,"Craven County, North Carolina","104,489","53,074","51,415","10,785","13,815","11,674","11,747","6,595","5,999",36.1,"7,253","69,666","22,204",292,"2,300","45,541",44963,39570,28899,127609,35505,55466,28038,48648,59648,36967,51986,24273,293.0,152000
37051,"Cumberland County, North Carolina","325,871","159,110","166,761","32,435","54,300","39,044","39,271","17,299","15,569",31.0,"34,938","147,949","115,667","3,768","7,497","142,352",43609,125889,36806,42089,42868,49491,27996,45855,51921,38493,50863,30315,955.0,130800
37063,"Durham County, North Carolina","288,133","137,911","150,222","22,424","53,032","41,242","36,035","17,852","14,585",34.2,"38,849","120,964","108,191",294,"12,594","125,001",52488,114946,40659,45678,40258,68402,23836,52008,65291,41041,70943,36182,1187.0,179000
37067,"Forsyth County, North Carolina","361,220","171,381","189,839","25,532","45,723","46,653","50,181","24,965","20,645",38.1,"44,934","209,566","91,883","1,248","7,045","159,240",45580,142991,27002,61549,27674,56591,18813,45887,54454,36444,58760,28487,851.0,149700
37071,"Gaston County, North Carolina","209,420","101,078","108,342","13,808","24,307","29,660","30,219","14,369","12,590",39.5,"13,051","156,169","31,279",812,"2,688","89,344",41728,80175,29427,73438,28763,45130,26132,45627,52207,28172,50223,23676,387.0,122400
37081,"Guilford County, North Carolina","506,610","241,178","265,432","40,440","67,738","67,245","69,494","33,026","28,820",37.2,"37,841","266,517","166,660","2,061","22,430","221,356",45726,199607,32454,49763,35760,58337,21552,44106,54902,38607,58670,29362,1138.0,159200
37085,"Harnett County, North Carolina","124,987","61,395","63,592","8,702","18,811","17,291","16,243","7,513","5,157",33.3,"14,673","78,622","26,422","1,108","1,373","48,360",45533,42464,32755,180175,30507,50385,28719,47153,54853,31779,53662,27562,813.0,138700
37101,"Johnston County, North Carolina","177,967","87,137","90,830","10,348","19,242","28,746","25,701","11,493","9,159",37.5,"23,469","123,067","27,806",538,"1,291","68,783",50492,61412,35768,35397,34053,56945,33314,53200,63803,35256,56828,32625,1151.0,145300
37119,"Mecklenburg County, North Carolina","990,977","477,491","513,486","69,556","163,266","153,040","135,535","56,622","46,525",34.5,"124,800","487,223","305,789","2,036","47,808","410,613",54278,377213,37531,75222,36717,70382,26869,56623,63053,40374,66312,39779,3863.0,176600
37127,"Nash County, North Carolina","95,093","45,629","49,464","6,202","10,361","12,370","13,846","7,425","5,845",40.9,"6,268","49,555","36,100",663,878,"42,161",40057,37913,31162,58662,40779,50653,28315,45321,44052,28092,51636,22876,163.0,110500
37129,"New Hanover County, North Carolina","213,267","102,370","110,897","21,458","29,930","26,979","26,739","15,142","11,609",37.8,"11,658","163,004","30,702","1,052","3,078","103,610",48688,87148,29198,40512,29717,53599,20576,56591,53221,43894,63455,34225,981.0,204500
37133,"Onslow County, North Carolina","185,220","101,010","84,210","33,540","34,767","17,759","16,704","7,613","6,473",26.0,"21,867","124,473","28,573",567,"3,818","74,233",44673,60764,27694,65310,37362,49201,34145,47806,53316,31852,49859,27529,1332.0,157000
37135,"Orange County, North Carolina","140,352","66,028","74,324","18,423","17,960","17,673","17,258","10,499","6,328",33.1,"11,699","97,888","16,291",431,"10,149","56,097",59409,51867,44333,80540,45433,63822,18762,59365,80612,57232,79582,36997,246.0,270700
37147,"Pitt County, North Carolina","174,263","82,811","91,452","25,155","23,149","20,992","20,822","10,582","8,019",31.9,"10,081","98,322","59,197",539,"3,211","75,943",40639,67573,24617,63020,21425,51464,17032,43156,56870,35751,57733,24222,378.0,134200
37151,"Randolph County, North Carolina","142,577","70,443","72,134","8,791","16,456","19,226","20,642","9,786","8,922",40.6,"15,565","114,387","8,594",365,"1,653","60,927",40109,52337,32320,36995,36659,41606,28165,45093,42475,34289,47419,21098,166.0,120200
37155,"Robeson County, North Carolina","134,841","64,835","70,006","10,389","17,114","16,925","17,336","8,073","8,386",35.1,"10,836","36,078","32,589","50,460","1,027","51,970",29542,45641,27218,47935,32665,33348,16934,29489,33758,26786,37888,16607,96.0,63600
37157,"Rockingham County, North Carolina","91,878","44,518","47,360","5,410","10,109","10,893","14,199","6,433","6,564",43.7,"5,388","66,982","16,468",474,376,"43,380",41335,37261,23688,14028,22584,46974,17757,42047,56289,29455,50990,20115,112.0,106700
37179,"Union County, North Carolina","212,756","104,843","107,913","12,010","21,343","31,828","33,946","13,032","9,973",37.0,"23,146","156,131","25,697",576,"4,374","74,686",63355,69841,47050,89195,44404,67161,46011,65950,75041,38428,73459,32184,1768.0,191100
37183,"Wake County, North Carolina","974,289","474,726","499,563","65,556","143,818","153,082","141,358","59,033","43,655",35.2,"96,954","594,985","197,858","2,506","58,710","392,041",65160,364717,45629,85525,41043,76944,27863,65481,81181,47901,81545,42207,6629.0,224100
38017,"Cass County, North Dakota","162,829","82,649","80,180","20,686","26,997","19,294","18,527","10,124","7,580",31.5,"3,796","145,327","4,643","1,640","4,218","72,503",52015,68282,24771,28426,24190,54541,27448,64905,65411,38219,71587,31677,1164.0,170600
39017,"Butler County, Ohio","371,272","181,766","189,506","31,241","43,747","45,863","52,242","26,747","19,542",36.5,"15,904","308,912","26,424",69,"8,749","148,575",55958,134073,40757,79176,41445,60103,30478,61908,70792,42301,68138,31352,611.0,157800
39023,"Clark County, Ohio","136,167","66,002","70,165","8,744","14,582","15,800","19,067","9,804","9,540",41.8,"4,076","115,384","12,736",216,799,"61,078",43742,54372,30422,"250,000+",36261,47159,19825,47369,53095,38070,55638,23333,34.0,102300
39035,"Cuyahoga County, Ohio","1,263,154","600,822","662,332","83,363","163,584","148,584","180,352","94,427","81,792",40.7,"65,784","763,999","367,009","1,938","34,978","617,545",43501,535088,26077,60847,37994,54471,16541,49333,54301,32918,59578,28139,678.0,118800
39041,"Delaware County, Ohio","184,979","91,579","93,400","8,401","18,545","30,576","28,712","11,018","10,846",37.8,"4,343","161,348","6,807",200,"8,406","68,408",84159,65807,82894,120063,44987,86088,32382,94300,102117,49119,100610,42331,969.0,246200
39049,"Franklin County, Ohio","1,212,263","590,699","621,564","94,403","210,776","162,693","157,549","75,082","61,068",33.9,"60,815","802,409","253,232","1,522","49,976","535,139",51460,476532,31474,72929,36655,57734,23251,54410,61228,38817,64742,35565,1497.0,146300
39057,"Greene County, Ohio","163,204","79,162","84,042","14,368","21,116","17,648","22,052","11,076","9,810",37.9,"4,237","137,869","12,175",0,"4,718","68,921",59872,62236,42216,52955,73716,61404,24099,64181,79724,46492,76621,36775,210.0,157500
39061,"Hamilton County, Ohio","804,520","386,726","417,794","57,756","114,174","95,257","111,182","56,647","48,125",37.4,"22,619","538,128","203,267","1,492","18,402","375,993",46967,334957,26641,61525,41561,57188,19916,49994,58139,36798,62740,30408,582.0,140900
39081,"Jefferson County, Ohio","67,964","32,540","35,424","5,392","6,787","7,404","9,359","5,701","4,908",44.1,471,"61,734","4,316",126,405,"32,477",37012,27814,9778,34056,21056,38905,10761,38250,46861,31781,46332,22755,2.0,84000
39085,"Lake County, Ohio","229,857","112,541","117,316","12,261","27,402","27,910","34,895","18,275","15,352",42.7,"8,802","206,318","8,834",140,"2,356","101,383",54906,92428,35642,69052,50259,56428,29587,58870,72742,34150,71521,30690,308.0,149200
39095,"Lucas County, Ohio","436,393","211,483","224,910","33,795","56,948","52,537","59,033","30,685","27,686",37.8,"28,581","305,781","81,957","1,187","7,361","201,597",40245,177064,21556,67784,31197,47129,18349,42819,51211,32990,53671,25378,392.0,99700
39099,"Mahoning County, Ohio","233,869","113,436","120,433","14,740","26,447","26,370","32,793","19,317","16,301",43.3,"12,022","180,018","33,571",331,"1,956","111,168",40843,97861,22367,61707,22931,44984,16439,44198,51967,29275,52619,22970,149.0,94600
39113,"Montgomery County, Ohio","535,846","257,521","278,325","38,692","68,253","62,319","73,791","40,091","31,017",39.0,"13,548","386,489","109,333",827,"9,533","253,873",42776,220684,27857,71827,31146,49052,21655,45101,52653,34197,53694,28117,455.0,107200
39151,"Stark County, Ohio","375,432","182,158","193,274","23,740","42,026","43,928","53,166","29,009","25,000",41.6,"6,838","327,114","26,212",335,"2,889","164,907",44979,149919,31121,109360,39762,47053,23356,46858,58573,33899,59831,23613,491.0,121400
39153,"Summit County, Ohio","541,824","262,750","279,074","35,906","66,682","64,990","79,756","41,150","35,374",40.8,"10,006","426,296","77,455","1,024","13,119","244,655",49232,219701,26892,71151,59133,52485,22432,52834,60438,35754,63788,30080,435.0,134700
40017,"Canadian County, Oklahoma","126,123","62,829","63,294","7,154","17,868","18,660","16,915","7,393","7,103",35.7,"9,872","98,747","2,755","5,000","3,854","46,518",63549,41819,41470,65108,52481,64727,47759,64628,69133,53095,73742,40279,256.0,142300
40027,"Cleveland County, Oklahoma","269,340","134,333","135,007","29,606","40,670","34,622","32,254","15,677","14,301",32.8,"21,030","199,147","12,743","10,604","11,259","108,412",54340,100126,46923,52935,42551,56887,23978,53905,70749,47944,67228,34377,1111.0,149400
40031,"Comanche County, Oklahoma","124,937","65,330","59,607","12,009","19,324","15,115","15,523","7,282","5,154",31.4,"15,595","72,128","20,413","6,461","2,273","51,420",41488,43506,33669,60027,57567,45087,31918,39326,52618,34675,55111,27428,159.0,112200
40037,"Creek County, Oklahoma","70,470","34,892","35,578","4,177","7,932","8,539","10,059","5,193","4,315",41.2,"2,606","54,546","1,740","8,619",383,"29,744",44469,25430,19167,58889,45875,47223,35148,52282,56619,31581,56582,21128,125.0,106300
40109,"Oklahoma County, Oklahoma","755,245","370,088","385,157","55,594","119,034","93,764","94,303","49,220","38,992",34.2,"120,477","438,829","111,085","22,276","23,170","325,357",45810,290073,33146,60308,35629,52065,25288,47346,55179,38889,58419,31200,4605.0,133100
40125,"Pottawatomie County, Oklahoma","71,158","34,009","37,149","4,849","8,720","8,882","9,383","5,074","3,660",38.0,"3,353","52,342","1,947","8,790",449,"29,426",45012,25894,20893,105159,43036,47124,20997,48449,52066,37715,52175,22393,102.0,94200
40131,"Rogers County, Oklahoma","89,044","44,121","44,923","5,813","10,272","11,233","12,903","5,948","5,306",38.2,"3,626","64,980","1,067","8,898",621,"35,828",54425,33316,66304,48483,67963,55674,30020,65072,67423,34727,63664,29758,400.0,136200
40143,"Tulsa County, Oklahoma","622,409","303,416","318,993","43,685","90,527","80,166","80,331","40,541","34,179",35.4,"72,012","399,279","60,335","26,066","15,646","274,279",47949,244173,25910,53218,39222,54876,24882,49356,59587,36642,60012,30212,2087.0,136100
41051,"Multnomah County, Oregon","766,135","378,647","387,488","51,273","141,873","122,688","98,819","48,244","45,453",36.5,"85,041","547,739","40,906","4,103","50,627","326,882",54024,309552,27518,51571,34494,60527,24194,61176,60870,37361,68828,36813,851.0,274700
41067,"Washington County, Oregon","554,996","272,944","282,052","33,871","84,206","84,169","75,469","35,684","28,422",36.0,"89,575","379,523","10,563","2,129","49,676","215,783",63238,203665,47078,90580,43194,65559,33956,67142,80320,41153,75736,41418,1450.0,277000
42003,"Allegheny County, Pennsylvania","1,231,527","592,329","639,198","83,540","178,806","141,117","171,479","95,762","80,253",40.8,"22,499","983,341","159,032","1,077","39,363","587,859",51424,530213,27309,64469,56689,55741,22185,61168,63430,33004,72237,31419,1423.0,127500
42011,"Berks County, Pennsylvania","413,521","203,410","210,111","28,644","47,836","49,414","62,090","27,318","25,825",39.9,"74,683","309,314","15,924",219,"5,563","164,253",56043,153271,42622,83638,25736,61481,25845,61599,72972,35904,69156,30972,345.0,166900
42017,"Bucks County, Pennsylvania","626,976","307,253","319,723","33,892","68,913","77,268","102,332","49,527","41,992",42.6,"29,713","536,333","22,528","1,320","25,615","245,851",73594,231765,41128,97883,44956,75628,38873,78119,94805,45249,91073,40168,834.0,301300
42029,"Chester County, Pennsylvania","509,468","250,953","258,515","31,467","57,156","65,580","80,271","35,408","32,463",40.3,"35,447","412,686","29,385",434,"21,907","194,321",83633,186430,48723,134545,50020,86859,27195,87269,106979,51797,102236,43682,1045.0,321100
42041,"Cumberland County, Pennsylvania","241,212","118,071","123,141","16,878","30,401","29,875","34,624","17,857","14,547",40.8,"7,851","212,168","7,875",176,"8,834","101,669",60088,96667,30489,52244,61550,60873,23308,64321,76525,45254,74999,35464,875.0,188400
42043,"Dauphin County, Pennsylvania","270,937","131,151","139,786","17,432","35,480","33,206","39,571","21,200","17,628",39.2,"21,403","186,253","47,507",463,"9,146","121,286",53816,110215,34564,72277,33275,59625,31612,55001,63241,42079,67660,36788,389.0,160300
42045,"Delaware County, Pennsylvania","561,973","269,939","292,034","39,713","70,681","66,260","81,447","40,394","34,077",38.7,"18,945","389,042","113,772",478,"28,309","221,703",64822,199685,40021,59833,36701,73687,23977,66681,82610,40004,82585,36102,227.0,227600
42049,"Erie County, Pennsylvania","280,294","137,940","142,354","21,238","35,399","32,990","37,911","21,490","17,389",38.7,"10,365","240,418","19,439",900,"4,063","119,251",44292,110733,20374,26481,18111,46455,18042,45843,56577,31720,56370,25078,258.0,116100
42071,"Lancaster County, Pennsylvania","529,600","257,800","271,800","36,088","64,515","62,220","71,673","34,689","31,932",38.7,"50,465","442,818","19,246",924,"10,320","205,018",56922,194493,38132,62663,32545,59952,32301,61501,70582,37543,67556,31024,980.0,186500
42075,"Lebanon County, Pennsylvania","135,486","66,201","69,285","8,534","14,767","16,599","18,602","10,299","7,917",41.5,"14,723","115,168","2,119",0,"1,692","55,696",55973,51901,29770,36969,37093,57212,38308,60932,66294,36594,63488,30727,359.0,162300
42077,"Lehigh County, Pennsylvania","355,092","173,263","181,829","22,382","44,061","46,281","50,403","24,538","21,244",40.0,"73,556","244,748","18,715",301,"11,759","142,784",54244,133602,31600,70567,35995,59390,25605,60364,65851,36697,65544,32625,516.0,187200
42079,"Luzerne County, Pennsylvania","320,103","157,818","162,285","21,515","37,549","38,834","45,964","22,354","21,830",43.0,"27,342","274,814","10,070",510,"2,779","147,901",45190,128597,18449,58629,26731,47630,19530,47838,60614,30071,58873,23773,189.0,125100
42089,"Monroe County, Pennsylvania","167,148","83,484","83,664","13,484","14,851","20,283","27,947","14,555","9,728",42.0,"23,720","115,059","21,150",686,"3,393","80,491",55536,58496,53654,65842,69918,54969,42679,63182,60484,40927,62254,31967,160.0,176600
42091,"Montgomery County, Pennsylvania","812,376","394,656","417,720","44,381","101,009","103,489","123,847","58,156","50,513",41.2,"37,788","630,508","70,741",425,"55,481","326,300",76919,305815,55700,79110,58968,80486,32649,85896,95124,46565,99020,42282,1000.0,291700
42095,"Northampton County, Pennsylvania","299,791","146,818","152,973","20,014","34,088","36,805","44,285","21,231","20,532",41.6,"35,021","236,956","14,136",66,"7,819","120,681",60482,112096,50993,74513,33983,64229,28235,70577,74505,38365,74737,31429,343.0,203000
42101,"Philadelphia County, Pennsylvania","1,553,165","734,249","818,916","135,759","274,859","189,864","192,259","91,544","82,575",33.7,"206,033","561,483","649,339","1,770","104,519","667,625",36836,582528,30010,37306,25925,51411,16791,41537,40779,25959,44584,26967,632.0,136800
42129,"Westmoreland County, Pennsylvania","362,437","177,014","185,423","20,950","36,898","41,419","55,959","28,023","28,713",46.1,"3,791","341,838","8,111",250,"3,089","167,704",51531,149271,22692,101400,47088,51744,19509,61273,66494,34130,66403,25553,417.0,139800
42133,"York County, Pennsylvania","438,965","217,140","221,825","26,765","50,679","56,898","67,084","35,559","23,684",40.8,"27,731","373,830","22,911",292,"6,027","179,614",57065,164937,40010,78299,27389,59339,32006,61437,68043,37134,68495,32864,744.0,165300
44003,"Kent County, Rhode Island","165,035","80,119","84,916","9,111","21,273","20,268","26,312","12,690","11,723",43.7,"6,589","149,049","2,028",97,"4,831","73,454",65631,68798,28384,91017,59079,66944,26062,73238,78485,42338,84612,37151,104.0,195500
44007,"Providence County, Rhode Island","628,600","305,965","322,635","52,553","90,025","77,220","88,857","41,916","35,031",37.3,"127,309","402,436","49,720","2,446","22,871","263,149",48159,235598,33081,45391,27232,56366,22017,47684,62293,30714,60357,29058,278.0,202400
45015,"Berkeley County, South Carolina","194,020","96,719","97,301","15,962","27,006","26,117","27,449","12,488","9,898",35.5,"11,770","124,471","48,176",89,"4,711","75,856",50475,67998,33991,56658,57796,57766,35323,60986,54760,38658,59637,36140,1099.0,152100
45035,"Dorchester County, South Carolina","145,397","71,549","73,848","9,935","19,427","20,341","21,503","8,497","8,392",35.6,"6,900","94,410","38,032",581,"2,709","56,584",54582,51992,35175,110405,35382,62465,27710,53810,66213,40649,65411,31164,609.0,171000
45045,"Greenville County, South Carolina","474,266","230,752","243,514","32,744","63,437","63,433","65,984","31,459","26,398",37.8,"41,096","328,836","86,238","1,438","9,750","198,254",49330,176116,29242,61807,28968,57191,22436,52749,60979,34478,62355,28901,2197.0,157500
45051,"Horry County, South Carolina","289,650","141,375","148,275","17,984","36,015","34,595","37,828","20,799","21,579",42.6,"17,635","223,308","38,897","1,321","3,271","189,521",42075,114103,27314,38706,33583,45222,22253,43661,47660,38046,49639,27159,2605.0,151500
45063,"Lexington County, South Carolina","273,752","133,037","140,715","17,081","36,292","36,542","39,605","19,399","16,795",38.8,"15,556","208,224","39,945",993,"3,820","116,835",53990,104608,42100,76694,40881,58290,34464,54615,63489,39277,65477,31987,1494.0,142000
45077,"Pickens County, South Carolina","119,829","59,597","60,232","13,525","13,756","13,074","15,260","7,962","6,568",35.9,"4,054","103,724","8,320",0,"1,770","51,212",41800,43767,31850,58138,31705,43704,18216,47128,53366,33977,58884,21853,443.0,124500
45079,"Richland County, South Carolina","399,256","193,911","205,345","42,893","59,675","49,977","49,908","23,154","20,984",32.6,"19,973","177,002","183,318",422,"10,650","165,056",47491,145321,36948,50593,45988,61711,16703,48113,60408,39889,62323,33132,1392.0,144900
45083,"Spartanburg County, South Carolina","290,969","139,966","151,003","21,626","34,882","37,116","40,366","21,283","15,193",38.3,"18,166","201,173","59,889",424,"6,892","123,034",42103,108045,30711,43750,36509,47486,17076,43740,57067,32680,51569,23113,954.0,124200
45085,"Sumter County, South Carolina","108,123","52,214","55,909","9,015","14,393","12,203","14,447","5,921","6,966",35.4,"3,965","50,277","49,271",68,"1,200","46,314",39780,39739,26925,87869,39884,51581,37623,41002,47179,33606,49992,23126,299.0,117700
45091,"York County, South Carolina","239,363","114,571","124,792","14,678","29,366","32,759","35,740","15,126","14,444",38.0,"11,671","171,817","45,229","1,439","4,393","96,968",54439,87640,34913,76879,60124,60472,9201,60066,67009,34716,66410,28144,1641.0,157500
46099,"Minnehaha County, South Dakota","179,640","90,448","89,192","12,660","28,278","22,725","24,021","11,291","10,102",34.8,"8,355","152,130","6,803","4,684","2,822","74,142",52117,70929,31938,45536,37881,54333,35686,54275,62790,36659,64788,31356,1154.0,151700
47011,"Bradley County, Tennessee","101,848","50,332","51,516","8,292","12,318","12,847","14,168","6,566","6,120",38.2,"5,499","88,755","5,568",0,"1,065","42,054",42722,38003,23154,97321,30433,44961,27083,48501,51242,30341,50633,25142,272.0,144100
47037,"Davidson County, Tennessee","658,602","318,579","340,023","51,756","124,931","91,326","83,213","41,253","34,771",34.2,"65,382","375,697","180,164","2,257","21,455","288,878",47150,261571,36106,66975,31581,55803,30006,48558,51691,42638,59324,36072,1896.0,166100
47065,"Hamilton County, Tennessee","348,673","168,366","180,307","24,409","47,133","44,362","47,357","25,071","21,804",39.4,"17,208","249,720","68,491",384,"6,967","152,984",47415,136188,27807,70828,46250,54268,24986,47537,60545,39055,60849,26586,967.0,155300
47093,"Knox County, Tennessee","444,622","215,837","228,785","40,092","60,219","57,247","59,644","29,886","25,403",37.4,"16,651","369,570","39,984",621,"8,813","197,290",49165,180231,29977,87605,22463,51915,18998,57151,60026,36444,65228,29055,1190.0,161800
47125,"Montgomery County, Tennessee","184,119","91,536","92,583","17,715","33,563","25,278","21,110","8,452","7,879",30.4,"17,007","121,138","33,186",725,"3,657","75,216",51017,66218,38900,58872,52769,54702,32153,52033,57477,38047,56024,34083,1165.0,147000
47147,"Robertson County, Tennessee","67,383","33,871","33,512","3,809","8,272","9,191","10,136","5,280","3,243",37.9,"4,049","56,608","5,652",0,346,"26,247",50510,24309,28783,68914,47676,52674,33078,60859,51658,29996,57540,27592,159.0,150500
47149,"Rutherford County, Tennessee","281,029","138,501","142,528","26,656","40,966","40,039","37,785","16,122","12,570",32.7,"19,724","208,545","38,219",530,"8,307","106,431",57174,100942,46190,65716,44498,60813,28526,66199,67996,39629,68247,36203,1598.0,159200
47157,"Shelby County, Tennessee","939,465","448,118","491,347","71,393","133,216","121,844","125,997","59,975","54,712",34.8,"55,502","352,708","494,397","1,176","22,867","401,161",45226,347320,31845,62394,31405,67232,20946,42048,54912,39150,56408,30686,1041.0,123000
47165,"Sumner County, Tennessee","168,888","83,402","85,486","10,268","20,695","22,664","25,079","10,696","10,543",39.6,"7,121","145,207","11,908",441,"2,318","67,136",55917,62785,62603,64016,47008,55799,31941,60252,67928,39437,64436,32376,813.0,174000
47187,"Williamson County, Tennessee","198,901","96,774","102,127","9,654","18,851","29,237","32,180","13,903","10,745",38.1,"9,267","170,337","8,082",132,"6,623","72,049",88759,69191,70640,126798,72376,88389,22117,95215,104751,43181,103772,41096,1386.0,330800
48027,"Bell County, Texas","326,843","164,376","162,467","31,212","56,514","40,296","37,389","17,372","12,005",30.2,"75,828","159,941","69,126",846,"8,581","131,412",50656,102934,45764,51849,45472,56281,36192,52347,60723,37296,57736,31251,1861.0,131600
48029,"Bexar County, Texas","1,817,610","895,029","922,581","142,788","279,287","240,934","230,572","99,280","90,335",33.2,"1,074,327","533,562","126,970","3,064","45,583","674,366",49769,620467,40151,67698,41445,64006,23682,50640,57765,40090,57327,32353,3066.0,126500
48039,"Brazoria County, Texas","330,242","167,263","162,979","21,738","44,323","48,331","47,260","18,885","18,165",35.5,"95,520","167,281","43,120","1,487","20,117","123,880",66250,111436,62155,121389,56503,69377,28166,71114,84090,37234,80564,31902,1965.0,147600
